1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130
qi1sv9l1gcayd08ekqi1szufvtuzsf6z,0,26-100,1,1,Yes,No,No,Yes,Yes,Very easy,Physical health,Yes,1,nan,Yes,1,nan,1,nan,7,3,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Often,Often,Yes,0,Yes,nan,Yes,nan,1,1,5,5,Maybe/Not sure,nan,Maybe/Not sure,nan,3,nan,nan,0,45,woman,Austria,nan,nan,nan,Austria,nan,nan,11/19/21 21:00,11/19/21 21:19,7cd257a9e1,2021,,,,,
kxf7zvx3cmwteczdc1kxf72vccvj171g,0,More than 1000,1,1,I don't know,No,No,No,I don't know,Very easy,Physical health,Yes,0,nan,Yes,1,About anxiety and covid. They gave me advice what to do and how to overcome.,1,nan,5,5,nan,nan,nan,nan,nan,nan,nan,nan,1,1,I don't know,N/A (was not aware),Some did,None did,I don't know,Physical health,Some of my previous supervisors,0,nan,At some of my previous employers,1,nan,1,nan,3,1,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,0,No,Sometimes,Sometimes,No,10,Yes,So that they are aware of future issues and maybe be more tolerable.,Yes,nan,0,nan,nan,10,"Yes, I observed",nan,"Yes, I observed",nan,3,Give information about mental health support at the beginning of employment.,nan,0,25,Female,Macedonia,nan,nan,nan,Slovenia,nan,nan,11/17/21 11:43,11/17/21 17:31,8d24d3b8d3,2021,,,,,
rokwcgt2r6yzzrsk0fbn4s1mrokwclaz,0,More than 1000,1,1,I don't know,No,Yes,Yes,Yes,Somewhat difficult,Physical health,No,0,nan,No,0,nan,0,nan,9,6,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,nan,nan,nan,nan,nan,nan,Stress Response Syndromes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,No,Rarely,Often,Maybe,5,No,They might not select me,No,Reduce my chances,0,nan,nan,3,Maybe/Not sure,nan,No,nan,3,A consistent awareness campaign and conscious support/assistance,nan,0,22,Female,India,nan,nan,nan,India,nan,nan,11/17/21 13:59,11/17/21 14:14,e2be047b01,2021,,,,,
n8b7bqwd9hqq8n8b70xr6el186qm6b70,0,500-1000,0,1,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Physical health,No,0,nan,Maybe,1,"It depends on the coworker, I've had very supportive and close friends of mine be concerned and offer resources to support me.  At other times I've seen people shy away and want to not continue the conversation, either by directly saying so or by non-verbal communication.",1,"A coworker told me they were very depressed, and I listened and recommended some mental health resources to them for additional support.",5,5,nan,nan,nan,nan,nan,nan,nan,nan,1,1,Some did,I was aware of some,None did,None did,I don't know,Physical health,Some of my previous supervisors,0,nan,At some of my previous employers,1,Same as before.,1,Same as before,0,0,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,nan,nan,nan,nan,nan,Post-traumatic Stress Disorder,Stress Response Syndromes,Dissociative Disorder,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,1,Yes,Never,Often,Yes,2,No,I would be very hesitant to bring up a physical health issue in an interview. I usually wait until I have already won a company over on hiring me until I mention my physical health issues.,No,I wouldn't bring up a mental health issue as I believe it would prohibit me from being employed.,0,nan,nan,3,"Yes, I observed",I saw a coworker be ostracized from a company because of their mental health issue.,No,nan,1,"I believe that the entire mental health issue needs to be seriously addressed in this country to be more accepting and less stigmatizing.  I don't know if there's anything that an employer could do to make things more supportive, short of having a zero tolerance policy for anyone who retaliates at someone due to a mental health issue.",I don't have anything else to share.,1,36,Female,United States of America,Colorado,White,nan,United States of America,Colorado,nan,11/16/21 19:14,11/16/21 19:27,dd9f1da867,2021,,,,,
117nipj1sbb5ysvl117nipk7n6mo3zkm,0,100-500,1,1,Yes,Yes,No,No,I don't know,Very easy,Mental health,Yes,0,nan,Yes,1,Discussion of our individual diagnoses and experiences. Everyone I spoke with was open about their own struggles and respectful of mine,1,A coworker shared their experience with bipolar disorder,8,9,nan,nan,nan,nan,nan,nan,nan,nan,1,1,"Yes, they all did","Yes, I was aware of all of them",None did,None did,Sometimes,Physical health,"No, none of my previous supervisors",0,nan,"No, at none of my previous employers",0,nan,1,discussed mental health after returning from maternity leave,2,0,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,"Eating Disorder (Anorexia, Bulimia, etc)",Attention Deficit Hyperactivity Disorder,nan,nan,Post-traumatic Stress Disorder,nan,nan,nan,nan,nan,Yes,1,Yes,Rarely,Often,Yes,10,No,I don't consider it relevant,No,I don't consider it relevant,0,nan,nan,8,"Yes, I experienced",I was told I did not have mental health issues,"Yes, I experienced",nan,1,"Acknowledge that mental health has to be a priority, make time and space for employees to seek treatment. Choose health plans that cover mental health and the less common prescriptions",nan,1,42,afab non-binary,United States of America,Texas,White,nan,United States of America,Texas,nan,11/12/21 21:28,11/12/21 21:55,b460b696b9,2021,,,,,
hsbv8mnmh39ohsbvkigc5gt9kt5v83tr,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,I know some,"No, because it would impact me negatively",Negatively,"No, because it would impact me negatively",No change,No,nan,1,1,Some did,I was aware of some,Some did,"Yes, they all did",I don't know,Physical health,"No, none of my previous supervisors",0,nan,"No, at none of my previous employers",0,nan,0,nan,8,7,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,No,5,No,I am physically fit not having any issue,No,I do not have any mental issue,0,nan,nan,5,No,nan,"Yes, I observed",nan,4,initiate more mental awareness program plus health benefits phyiscal activity like sports etc to engage employess  to enjoy  the work place and stand with the employees in tough time like recession job loss etc,more questions covering fun oriented environment in the workplace to overcome this weakness of mental stress among the working people,0,39,Male,India,nan,nan,nan,India,nan,nan,11/8/21 10:14,11/8/21 10:23,2d81f38e75,2021,,,,,
zeynmvgt91cqc0bh4izmezeynmvk0fyf,0,100-500,0,1,Yes,Yes,No,No,Yes,Difficult,Physical health,No,0,nan,No,0,nan,0,nan,6,1,nan,nan,nan,nan,nan,nan,nan,nan,1,0,"Yes, they all did",I was aware of some,None did,None did,"Yes, always",Physical health,Some of my previous supervisors,1,"I was having difficulty with some new depression meds. I needed time off to deal with the side effects which were making me seem ""crazy"". She was kind and understanding.",At some of my previous employers,1,I have a good friend that know about my mental health issues. We have discussed both of ours at length.,1,She told me about her struggles when I told hers about mine,7,4,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,Attention Deficit Hyperactivity Disorder,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Rarely,Often,Yes,4,No,I wouldn't want a potential boss to be biased against me,No,I wouldn't want a potential boss to be biased against me,0,nan,nan,3,"Yes, I observed",A woman committed herself to a state hospital for a few days. The entire office discussed it. I felt awful for her.,No,nan,2,"The industry has large numbers of conferences. I went to one recently where someone had a session discussing having anxiety and depression as a developer. The room was packed. If every tech conference had 1-2 sessions like that and offered people websites to go to, we could change attitudes.",nan,1,51,Female,United States of America,Kansas,White,nan,United States of America,Missouri,nan,11/2/21 17:37,11/2/21 17:49,c9bd11e33c,2021,,,,,
bnu9yih02pnct42sp4kjbnu9yiiiht2i,0,More than 1000,0,1,Yes,Yes,Yes,Yes,Yes,Very easy,Physical health,Maybe,0,nan,Yes,0,nan,0,nan,8,8,nan,nan,nan,nan,nan,nan,nan,nan,1,0,"Yes, they all did","Yes, I was aware of all of them","Yes, they all did","Yes, they all did","Yes, always",Physical health,Some of my previous supervisors,0,nan,"Yes, at all of my previous employers",1,nan,0,nan,8,8,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Attention Deficit Hyperactivity Disorder,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Never,Often,No,10,No,nan,No,nan,0,nan,nan,5,No,nan,No,nan,4,nan,nan,1,27,Female,United States of America,Oklahoma,White,nan,United States of America,Oklahoma,nan,10/25/21 21:51,10/25/21 21:58,4ecb7a2a18,2021,,,,,
chp1cbmiurnsn4gzn04chp1c7qax0edf,0,100-500,0,0,I don't know,No,No,I don't know,I don't know,I don't know,Physical health,Maybe,0,nan,Yes,0,nan,0,nan,7,4,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Don't Know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,nan,7,Maybe,nan,Maybe,nan,0,nan,nan,9,No,nan,Maybe/Not sure,nan,4,nan,nan,0,19,Male,United States of America,Maryland,White,nan,United States of America,Maryland,nan,10/24/21 18:19,10/24/21 18:28,8635c6eef7,2021,,,,,
8omv15mub3mnov4yp8oihqbs81mxydlm,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,"No, I don't know any","No, because it doesn't matter",Negatively,"No, because it would impact me negatively",I'm not sure,No,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Addictive Disorder,nan,Don't Know,0,No,Not applicable to me,Not applicable to me,nan,4,Maybe,zxzxxxz,No,sasas,0,nan,nan,5,No,nan,Maybe/Not sure,nan,4,dsdsd,dsd,0,11,male,India,nan,nan,nan,India,nan,nan,10/24/21 2:55,10/24/21 3:51,264ef841d9,2021,,,,,
dmb9o335fwftoumfwdmb91wpgocl2vnn,0,25-Jun,0,1,Yes,Yes,I don't know,Yes,Yes,Neither easy nor difficult,Same level of comfort for each,Yes,0,nan,Yes,1,We talked over lunch of mental health in the tech field is and their experiences,0,nan,7,8,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,No,8,Yes,nan,Yes,I value honesty,0,nan,nan,7,No,nan,"Yes, I experienced",nan,4,nan,nan,0,25,male,Kenya,nan,nan,nan,Kenya,nan,nan,10/18/21 18:48,10/18/21 18:57,4780f1cad5,2021,,,,,
vm568mpeqn1z6wdvkyixuttvm5685ybo,0,More than 1000,0,1,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Physical health,Yes,1,"Disclosed depression and anxiety diagnosis to direct manager and asked for flexibility with PTO, etc. They were receptive",Maybe,1,Mentioned therapy,0,nan,5,4,nan,nan,nan,nan,nan,nan,nan,nan,1,1,"No, none did",N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0,nan,At some of my previous employers,1,depression and they were supportive,0,nan,1,1,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Don't Know,1,Yes,Sometimes,Often,Yes,5,Maybe,Shouldn't really impact anything about my employment qualifications,Maybe,I might bring it up to feel out their reactions to the subject. If there is major hesitancy that's a red flag to me,0,nan,nan,4,"Yes, I experienced",Friends have bailed on me after sharing this,"Yes, I experienced",nan,4,"I think there is some solid general awareness of mental health issues in the tech industry, but I think there is a lack of understanding around how mental health manifests itself in individuals. What my depression does to me is nothing like how that might impact another person. I feel like people don't like dealing with those messy aspects of mental health",nan,0,39,male,United States of America,Michigan,White,nan,United States of America,Michigan,nan,10/11/21 19:30,10/11/21 19:44,44e1175902,2021,,,,,
aibvsxp23mfitaibv06dvq3szoalf2mr,0,5-Jan,1,1,No,No,No,No,Yes,Somewhat difficult,Physical health,No,0,nan,No,1,Used words such as feelings and felt like in the conversation.,1,Severe migraine or feeling ill and will be taking the rest of the day off.,6,7,nan,nan,nan,nan,nan,nan,nan,nan,1,1,Some did,"Yes, I was aware of all of them",None did,Some did,I don't know,Physical health,"No, none of my previous supervisors",0,nan,"No, at none of my previous employers",0,nan,0,nan,5,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,1,No,Not applicable to me,Not applicable to me,Yes,4,No,It could jeopardize the chances of getting the job.,No,It involves a level of trust to share such a personal issue.  Sharing this in an interview is out of the question.,0,nan,nan,8,No,nan,"Yes, I experienced",nan,4,Continue to de-stigmatise this topic.  This might include having a mental health day off and openly discuss this item.  Have key leadership discuss this in a sensitive manner.,nan,0,47,MALE,Australia,nan,nan,nan,Australia,nan,nan,10/10/21 6:50,10/10/21 7:01,469aed2e80,2021,,,,,
i9jjua2n5j7j3hae29egi9jjn3a6w33d,0,5-Jan,0,1,Yes,Yes,Yes,Yes,Yes,Very easy,Physical health,Yes,1,nan,Yes,nan,nan,nan,nan,2,1,nan,nan,nan,nan,nan,nan,nan,nan,1,1,Some did,"No, I only became aware later",None did,"Yes, they all did",Sometimes,Same level of comfort for each,"Yes, all of my previous supervisors",1,nan,"Yes, at all of my previous employers",nan,nan,nan,nan,3,2,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Never,Never,nan,1,Yes,nan,Yes,nan,0,nan,nan,0,Maybe/Not sure,nan,No,nan,1,nan,nan,0,223,nan,United States of America,Alabama,White,nan,United States of America,Alabama,nan,10/7/21 3:18,10/7/21 3:25,ccbf289688,2021,,,,,
cedhvap9haxe2dnqbijlcedhvabfd0xj,0,More than 1000,0,1,Yes,Yes,Yes,Yes,I don't know,Somewhat difficult,Physical health,No,0,nan,No,0,nan,0,nan,7,5,nan,nan,nan,nan,nan,nan,nan,nan,1,0,"Yes, they all did",I was aware of some,"Yes, they all did","Yes, they all did",I don't know,Physical health,"No, none of my previous supervisors",0,nan,"No, at none of my previous employers",0,nan,1,Disclosed that they had ADHD,9,7,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,Attention Deficit Hyperactivity Disorder,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,1,I don't know,Not applicable to me,Often,Maybe,4,No,Feel that it would hurt my chances of being hired,No,Feel that it would hurt my chances of being hired.  Would not wish to be vulnerable with that group,0,nan,nan,5,No,nan,Maybe/Not sure,nan,3,Tech industry tends to overwork which can exacerbate mental health issues,nan,0,36,Female,United States of America,Wisconsin,White,nan,United States of America,Wisconsin,nan,10/7/21 0:47,10/7/21 0:53,3a03a467ea,2021,,,,,
lsoqv1s3vu8rc9hou1wlsoqv1s5bnyz7,0,26-100,1,1,I don't know,No,No,No,I don't know,Somewhat difficult,Physical health,No,0,nan,Maybe,0,nan,0,nan,8,4,nan,nan,nan,nan,nan,nan,nan,nan,1,1,I don't know,N/A (was not aware),I don't know,None did,I don't know,Physical health,"No, none of my previous supervisors",0,nan,"No, at none of my previous employers",0,nan,0,nan,8,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,I don't know,Not applicable to me,Not applicable to me,Maybe,3,Yes,It is important to know about limitations and future problems,Maybe,It could be considered a negative factor,0,nan,nan,4,Maybe/Not sure,nan,Maybe/Not sure,nan,3,nan,nan,0,57,Masculine,Brazil,nan,nan,nan,Brazil,nan,nan,10/1/21 11:24,10/1/21 11:41,d62625b178,2021,,,,,
ze7dhjyleyxbd2ni60o17ze7dhj6n8q0,0,100-500,1,1,No,No,I don't know,No,I don't know,Very easy,Physical health,No,0,nan,Maybe,0,nan,0,nan,7,4,nan,nan,nan,nan,nan,nan,nan,nan,1,0,"No, none did",N/A (none offered),None did,Some did,I don't know,Physical health,Some of my previous supervisors,0,nan,"No, at none of my previous employers",0,nan,0,nan,3,3,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,1,I don't know,Rarely,Often,No,1,Maybe,Because this information can interfere in possible hiring,No,Because this information can interfere in possible hiring,0,nan,nan,8,No,nan,No,nan,3,offer openness to talk about it and also offer means of help to employees.,nan,0,34,male,Brazil,nan,nan,nan,Brazil,nan,nan,9/29/21 22:47,9/29/21 23:56,67eefb8433,2021,,,,,
xnbe0uiyt8met54z59ghxnbe0ux6i7yo,0,More than 1000,1,1,No,No,No,I don't know,I don't know,Somewhat easy,Same level of comfort for each,Yes,0,nan,Yes,1,nan,1,nan,5,5,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,nan,Post-traumatic Stress Disorder,Stress Response Syndromes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Sometimes,Often,Maybe,7,Yes,nan,Yes,nan,0,nan,nan,2,Maybe/Not sure,nan,Maybe/Not sure,nan,3,nan,nan,1,26,Male,Brazil,nan,nan,nan,Brazil,nan,nan,9/29/21 14:35,9/29/21 14:43,c6389f1dc8,2021,,,,,
6p7z1mg4zt3kmlve3w86p7z1g1b8nkox,0,25-Jun,0,0,Yes,Yes,No,No,Yes,Somewhat easy,Same level of comfort for each,Maybe,1,"Stress of work, tiredness",No,0,nan,0,nan,4,7,nan,nan,nan,nan,nan,nan,nan,nan,1,1,"Yes, they all did",I was aware of some,Some did,"Yes, they all did",Sometimes,Physical health,"Yes, all of my previous supervisors",0,nan,At some of my previous employers,1,coworker committed suicide,1,"dealing with loss, feeling guilty they didnt notice",4,10,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Sometimes,Often,No,5,No,no reason to if it wont limit you from job duties,No,"negative stigma, no go on interview",1,0,nan,5,No,nan,"Yes, I experienced",nan,3,"reduce high insurance deductibles/better health plans. And provide time off, esp if working long hours",nan,0,24,Female,United States of America,Washington,White,nan,United States of America,Washington,nan,9/28/21 5:34,9/28/21 5:47,49173af367,2021,,,,,
mfl85z1kopmgii0tesc0mfl85z8vg0pg,0,500-1000,0,1,Yes,Yes,Yes,Yes,Yes,I don't know,Physical health,Yes,1,"I have regularly scheduled meetings with my manager weekly. If I feel that my performance has suffered because of my mental health, I try and mention that during those meetings. He listens and has shared his own experiences with anxiety and productivity concerns, and usually asks if there are any resources I'm lacking, or if the organization can support me more in any way. Because we have open discussions within the org, generally annually as a part of Mental health awareness month, or in times of stress like the onset of lockdown, I felt like open communication was a better option than leaving it unsaid. It also really helped that the first response from my manager when I brought up these concerns was empathy / sharing his own personal experiences with me, so we've built a very trusting relationship.",Maybe,1,"I have a few confidants that I regularly speak to about anxiety. One of them started at the same time as me, so we have daily meeting on the calendar that we sometimes use if one of us needs some emotional support. We use it to lament about our knowledge gaps, pair program, chat about our personal lives, or help each other figure out how to talk about how we're feeling to our managers / co-workers. We also use it to validate each other into taking mental wellness days when we're anxious about taking too many because it's not a ""real sick day"" or we took ""too many already recently"".",1,"A common conversation I've had is ""I feel like such shit today, but I took two sick days last week and I just feel like it's too many."" To which the response is usually ""mental health should be a priority, and you should rest if you need to"". We also talk about imposter syndrome a lot and how we constantly feel like we don't know what we're doing and how we feel like everyone is smarter than us. But how that's also clearly wrong, and we're just mentally ill. I'm lucky to have someone that shares so many feelings with me.",7,6,nan,nan,nan,nan,nan,nan,nan,nan,1,1,"Yes, they all did",I was aware of some,None did,"Yes, they all did",I don't know,Physical health,Some of my previous supervisors,1,"I didn't feel comfortable going into details, as I didn't want it to turn into a therapy session. So I generally kept it vague enough to seem like it could be physical illness: ""I don't feel well, I think I'll go home""","Yes, at all of my previous employers",1,"I would only talk about it within my friend circle, which included a friend from college who I already knew suffered from mental issues. We both talked about our depression, anxiety, and suicidal ideations.",1,"We were able to tell when we were depressed, but we still showed up to work usually. We talked about how it felt to be at work with suicidal ideations, and the emotional disconnect / dissociation that sometimes happened in that state.",8,4,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,1,I don't know,Sometimes,Often,No,5,Yes,"I have chronic back pain, which is a physical issue, but it rarely comes up when discussing whether or not I'd make a good potential employee. If anything, I'd just disclose that info to get certain resources like a standing desk. Otherwise, it's just rarely relevant to my day to day. Mental health affects my experience much more than my physical conditions.",No,"It feels like it would affect my hire-ability to know that there are regularly occurring days where I can't perform any engineering tasks because I'm overwhelmed / anxious / depressed. I would also worry that they wouldn't believe me, or think I was lazy, or question my work ethic, etc.",0,nan,nan,8,No,nan,"Yes, I experienced",nan,2,Education and discussion. Managerial policies for handling direct reports with mental health issues. Mental wellness days as a separate category of sick days.,"Having done a few other jobs outside of the tech industry, mostly in the tutoring/physical activity instructor sphere, Engineering seems particularly challenging for those suffering from a mental illness. The irregularity can be disorienting as some days you're able to do your job just fine, and others you can feel completely paralyzed and anxious that if anyone found out, you'd be outed as a bad engineer. It compounds the imposter syndrome I feel as a woman in stem.",1,26,Female (cis),United States of America,New York,Asian,nan,United States of America,New York,nan,9/27/21 19:58,9/27/21 20:32,a4324f3a3a,2021,,,,,
