uniquecolumnheading,self-employed,num-employees,tech-employer,tech-role,has-mental-health-benefits,know-mental-health-options,discussed-mental-health,has-mental-health-resources,anonymity-protected,mental-health-leave-ease,comfort-discussing-health,discuss-mental-health-supervisor,discussed-mental-health-employer,mental-health-talk-employer,discuss-mental-health-coworkers,discussed-mental-health-coworkers,mental-health-talk-coworkers,coworker-mental-health-discussion,coworker-mental-health-talk,importance-physical-health,importance-mental-health,mental-health-coverage,know-mental-health-resources,reveal-mental-health-clients,effect-reveal-mental-health,reveal-mental-health-coworkers,impact-reveal-mental-health,productivity-mental-health,percentage-affected-mental-health,previous-employers,previous-tech-employer,previous-mental-health-benefits,aware-previous-mental-health-options,discussed-mental-health-previous,previous-mental-health-resources,previous-anonymity-protected,previous-comfort-discussing-health,previous-discuss-mental-health-supervisor,previous-discussed-mental-health,previous-mental-health-talk-employer,previous-discuss-mental-health-coworkers,previous-discussed-mental-health-coworkers,previous-mental-health-talk-coworkers,previous-coworker-mental-health-discussion,previous-coworker-mental-health-talk,previous-importance-physical-health,previous-importance-mental-health,current-mental-health-disorder,diagnosed-mental-health,anxiety-disorder,mood-disorder,psychotic-disorder,eating-disorder,adhd,personality-disorder,ocd,ptsd1,stress-response,dissociative-disorder,substance-use,addictive-disorder,other,anxiety-disorder1,mood-disorder1,psychotic-disorder1,eating-disorder1,adhd1,personality-disorder1,ocd1,post-traumatic-stress-disorder_1,stress-response1,dissociative-disorder1,substance-use1,addictive-disorder1,other1,anxiety-disorder2,mood-disorder2,psychotic-disorder2,eating-disorder2,adhd2,personality-disorder2,ocd2,ptsd2,stress-response2,dissociative-disorder2,substance-use2,addictive-disorder2,other2,past-mental-health-disorder,sought-treatment,family-history-mental-illness,mental-health-interference-treated,mental-health-interference-untreated,observations-mental-health-discussion,share-mental-illness,physical-health-interview,physical-health-reason,mental-health-interview,mental-health-reason,open-mental-health,mental-health-career,mental-health-career-effect,team-reaction,unsupportive-response,unsupportive-response-details,supportive-response,supportive-response-details,industry-support,improve-industry-support,additional-comments,interview-mental-health,age,gender,country-live,us-state-live,race,other3,country-work,us-state-work,year,covid-19-diagnosis,start-date,submit-date,network-id
3ykj066k4ap3ykjfemblm03097helxzp,0,More than 1000,0.0,1.0,Yes,No,Yes,Yes,Yes,Very easy,Physical health,Yes,1.0,Was feeling super stressed and needed some time off and it was no problem,Maybe,1.0,Just that I was feeling stressed and needed to take a day off,1.0,Was about substance abuse,8.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,1,0.0,Some did,I was aware of some,None did,Some did,I don't know,Physical health,Some of my previous supervisors,0.0,nan,At some of my previous employers,0.0,nan,0.0,nan,8.0,6.0,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,0,No,Rarely,Rarely,No,2,Maybe,nan,No,nan,0,nan,nan,4,Maybe/Not sure,nan,"Yes, I observed",nan,3,nan,nan,0,62,Male,United States of America,Washington,White,nan,United States of America,Washington,2020,,,,
3wigcd5jfunb0fhy6d8u3wig22gspz24,0,More than 1000,0.0,1.0,No,No,No,No,I don't know,Difficult,Physical health,No,0.0,nan,Maybe,1.0,Our director is mobbing every one and most of my coworkers feel and share the anxiety,1.0,Our director is mobbing me and some of my co-workers and most of them feels and share the aniexty,3.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,"No, none did",N/A (none offered),None did,Some did,Sometimes,Same level of comfort for each,Some of my previous supervisors,1.0,I was having a hard time because of the work pressure and my employer gave me some days off,At some of my previous employers,1.0,I told them that I was planning to make an appointement from a psychologist. They tld me that I shouldn't loose more time if I feel like I need to,0.0,nan,1.0,0.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Don't Know,1,No,Not applicable to me,Not applicable to me,No,8,Maybe,"If I know (and control, follow) that phsical issue is not going to effect my work I won't bring it up.",Maybe,Again if I know that the issue is going to affect my work I will bring it up,0,nan,nan,3,"Yes, I observed",The director was mobbing and made one of my coworkers quit,No,nan,2,Just stop thinking that having a mental issue is pretty same as having a psychical issue.,nan,0,34,male,Turkey,nan,nan,nan,Turkey,nan,2020,,,,
3ulkblg857zf1yty3ulkb89rh22bosnx,0,500-1000,1.0,1.0,I don't know,No,Yes,No,Yes,Very easy,Physical health,Yes,1.0,"I used to suffer of agoraphobia and panic attacks. I still deal with anxiety. Most of the time I can handle it, but a couple of times I felt a lot of pressure. I talked about this with my manager and he completely understood and helped me overcome everything, either by recommending me to rest, giving me more resources (people)... I absolutely can't complain. They make me feel safer and able to tackle whatever it comes.",Maybe,1.0,"I have only talked about it with close coworkers, people I feel very comfortable with. They reaction was good and understanding. However, I wouldn't talk about mental issues with any peer.",0.0,nan,8.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,No,Rarely,Often,No,8,Yes,"Everybody can understand physical health issues.  If for example I have an herniated disc, I expect most of the people would be sympathetic.",Maybe,"It would depend on how comfortable I feel with my interviewer. If he/she is an inquisitive person, mayble I'd try not to focus the interview on my mental health.",0,nan,nan,6,No,nan,Maybe/Not sure,nan,4,"I think sometimes it can be hard. We work long hourse and people are often very competitive, which might led to a toxic workspace. I think companies should have a culture which prevents this, starting from the VPs and Directors. This means toxic people won't be hired or prometed to positions where soft skills are a must.",nan,1,38,Male,Spain,nan,nan,nan,Spain,nan,2020,,,,
3o2kk4zd651xdu8n3o2kk0ytd542akwt,0,26-100,1.0,1.0,Not eligible for coverage / NA,nan,Yes,Yes,Yes,Very easy,Physical health,Yes,1.0,nan,Yes,1.0,nan,0.0,nan,8.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,I don't know,I was aware of some,Some did,Some did,I don't know,Physical health,Some of my previous supervisors,1.0,nan,At some of my previous employers,1.0,nan,0.0,nan,7.0,6.0,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Sometimes,Often,Maybe,10,Maybe,nan,Maybe,nan,1,1.0,6.0,8,No,nan,"Yes, I experienced",nan,2,nan,nan,0,42,Male,Spain,nan,nan,nan,Spain,nan,2020,,,,
3g9jivwwnrn3ly3g9jivquspq3h2xkk2,0,More than 1000,1.0,1.0,I don't know,No,Yes,Yes,Yes,Very easy,Same level of comfort for each,Maybe,0.0,nan,No,0.0,nan,0.0,nan,5.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,Some did,I was aware of some,Some did,Some did,Sometimes,Same level of comfort for each,"No, none of my previous supervisors",0.0,nan,"No, at none of my previous employers",0.0,nan,0.0,nan,5.0,5.0,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,0,No,Not applicable to me,Not applicable to me,nan,5,No,Don't have one,No,Why would I?,0,nan,nan,7,No,nan,No,nan,3,Don't know,nan,0,35,male,United States of America,Massachusetts,White,nan,United States of America,Massachusetts,2020,,,,
3fm36zbuwcrci7ck3fmvv5zaq0immudw,0,More than 1000,0.0,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Physical health,Yes,1.0,Notified manager of anxiety and panic attacks. Allowed time off work to recover,Yes,1.0,Openly discussed anxiety and panic attacks as a talk during an away day. Reception was largely positive,0.0,nan,7.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,1.0,"Varied between employees. Notified all of anxiety and panic attacks. Some supported, others just ignored it",At some of my previous employers,0.0,nan,0.0,nan,7.0,5.0,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,No,Rarely,Sometimes,nan,8,Yes,"Assuming it was relevant to the job, it would seem easier to explain than a mental health issue",No,It’s difficult to explain comprehensively,1,0.0,nan,6,Maybe/Not sure,nan,"Yes, I experienced",nan,2,Seriously limit deadlines and pressures,nan,0,32,Male,United Kingdom,nan,nan,nan,United Kingdom,nan,2020,,,,
3e2pjfus27itg9e0oj3e2p55ydi4b6b4,0,26-100,1.0,1.0,No,No,No,No,I don't know,Somewhat difficult,Physical health,No,0.0,nan,Maybe,0.0,nan,0.0,nan,4.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,0,No,Rarely,Often,No,6,Yes,I have mild Crohn's Disease. I would want an employer to know about it in case it ever became an issue and I had to miss work for it. I don't want it to be a surprise I didn't tell them about.,No,"I live in Texas and feel as though there is still a huge stigma about talking about mental health issues, especially in the work place. The idea around here is that taking a pill should be enough to solve any mental health problems.",0,nan,nan,2,No,nan,No,nan,3,"The tech industry is notorious for crunch and overworking employees. I think the industry could work to have a 40-hour work week and make sure employees have time to relax.

The industry could also provide an open dialogue about mental health. Letting employees that are struggling know they won't be penalized goes a long way towards letting them get the help and treatment they need.",nan,1,32,Female,United States of America,Texas,White,nan,United States of America,Texas,2020,,,,
39hakm3snrwlp39hakmvnvm08zuf0v3x,0,26-100,1.0,1.0,No,No,No,No,No,Somewhat easy,Physical health,Yes,0.0,nan,No,0.0,nan,1.0,nan,2.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,"No, none did","Yes, I was aware of all of them",Some did,Some did,No,Physical health,Some of my previous supervisors,1.0,nan,"No, at none of my previous employers",0.0,nan,1.0,\,2.0,1.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Never,Never,Maybe,0,Maybe,nan,Yes,nan,0,nan,nan,2,Maybe/Not sure,nan,"Yes, I experienced",nan,3,nan,nan,1,25,female,Sri Lanka,nan,nan,nan,Sri Lanka,nan,2020,,,,
35v8bm0j6xeizndireq35v8bmx7byqzy,0,More than 1000,0.0,1.0,No,nan,Yes,I don't know,I don't know,Very easy,Same level of comfort for each,Yes,1.0,Conversations about stress and timelines we raised. They asked what they to do to relieve some of the pressure,Maybe,1.0,Effect of COVID and being forced to work from home,1.0,Effect of COVID and being forced to work from home,7.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,1,0.0,"No, none did",N/A (none offered),None did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,0.0,nan,At some of my previous employers,0.0,nan,0.0,nan,5.0,5.0,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,nan,nan,Stress Response Syndromes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,0,No,Not applicable to me,Rarely,No,3,No,Not relevant to work,No,Fear of being discounted,0,nan,nan,6,No,nan,"Yes, I observed",nan,3,Value the assets (resources) they have and protect them as much as they look at other cost cutting activities,"My employer offers a ""good health day"" for us to take one day per year off work with pay to go do something good for our physical/mental health",1,52,Male,Australia,nan,nan,nan,Australia,nan,2020,,,,
35ggo0o76wco91135ggsfuqdescd4zxt,0,More than 1000,0.0,1.0,No,No,No,No,No,Difficult,Physical health,Yes,0.0,nan,No,0.0,nan,0.0,nan,8.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,I don't know,Not applicable to me,Never,No,7,Maybe,don't know,Maybe,personal,0,nan,nan,5,No,nan,No,nan,1,speaking,nothing,1,24,F,France,nan,nan,nan,France,nan,2020,,,,
34msf4gl5fw51ajc0ei34msf4adw95t6,0,1-5,1.0,1.0,I don't know,Yes,No,No,Yes,Neither easy nor difficult,Mental health,No,1.0,Yes,Yes,1.0,No,0.0,nan,7.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,1,0.0,Some did,"No, I only became aware later",Some did,Some did,Sometimes,Mental health,Some of my previous supervisors,1.0,Yes,"Yes, at all of my previous employers",1.0,Yes,1.0,Yes,0.0,5.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Sometimes,Sometimes,Maybe,1,Yes,Yes,No,Yes,1,1.0,2.0,3,"Yes, I experienced",Yes,"Yes, I experienced",nan,1,Yes,Yes,1,24,MAle,Bangladesh,nan,nan,nan,Bangladesh,nan,2020,,,,
31sf9m22pitv2l8hkhf31s6eurin2dux,0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,I don't know,Physical health,Yes,1.0,My immediate supervisor is an active advocate for NAMI so it is easy to speak with them on any current issues I am having. I got lucky in that way.,Maybe,1.0,It was with a specific coworker that has also had issues in the past and has let that become common knowledge. There is a known history others in my group at work to have sought out and gotten help.,1.0,Pass,5.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,1,0.0,I don't know,I was aware of some,None did,Some did,I don't know,Physical health,Some of my previous supervisors,1.0,I was asked if I wished to speak with HR about it. It was not a pleasant experience,At some of my previous employers,0.0,nan,0.0,nan,5.0,2.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,1,Yes,Not applicable to me,Not applicable to me,No,7,No,Irrelevant to my work and can be a reason to not be hired,No,Same as physical,1,0.0,nan,5,"Yes, I experienced",Pass,"Yes, I experienced",nan,3,Acknowledge it is real and provide safe spaces to get help or just talk,nan,0,48,F,United States of America,Florida,Asian,nan,United States of America,Florida,2020,,,,
2r89ccow639q1ykz8nm2l2e2r89uel8c,0,26-100,0.0,0.0,Yes,Yes,Yes,Yes,Yes,I don't know,Physical health,Maybe,0.0,nan,Maybe,1.0,We were just talking one day and subject got brought up and we shared our stories about our experiences.,1.0,"Again, the subject just got brought up about our stories and how it happened and came about.",5.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,1,0.0,"No, none did","No, I only became aware later",Some did,None did,"Yes, always",Physical health,"Yes, all of my previous supervisors",1.0,It was when I found out I had an anxiety disorder mixed in with depression and I had to let me boss know at my retail job why my work was starting to faulter.,"Yes, at all of my previous employers",1.0,"I told them that something was wrong and I couldn't describe it but something mentally was wrong and I knew they had been going through the same thing, so I asked them what it felt like and it matched.",1.0,"They just brought it up one day. It was more asking, what was wrong, and then we talked.",8.0,9.0,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,I don't know,Never,Sometimes,No,7,No,"I feel like depending on the job, that may affect me from getting the job.",No,I feel like it would possibly hinder me from getting the job.,0,nan,nan,10,"Yes, I observed",I think it was more they just didn't take what they were going through seriously.,"Yes, I observed",nan,3,nan,nan,0,24,Male,Canada,nan,nan,nan,Canada,nan,2020,,,,
2edqrumou6m1iiu33x2edqj7h0fam3gb,0,More than 1000,1.0,1.0,I don't know,No,No,No,I don't know,Somewhat difficult,Physical health,Maybe,0.0,nan,No,0.0,nan,0.0,nan,4.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,Some did,I was aware of some,Some did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,nan,"No, at none of my previous employers",0.0,nan,0.0,nan,4.0,4.0,Don't Know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Sometimes,Sometimes,nan,10,Yes,It makes the relationship easier and avoid me losing my job most of the time,Maybe,Depends on the feeling I have about the employer,0,nan,nan,5,Maybe/Not sure,nan,"Yes, I observed",nan,2,"More advocacy, resources, accommodations and discussions","I have a sleep disorder which can make my relationships at work difficult, that can lead to anxiety, shame. I think we should be able to talk openly about these issues too and accomodate.",1,32,Male,Canada,nan,nan,nan,Canada,nan,2020,,,,
2e4km98u8918qeexv2e4kziwcqbtvmoc,0,More than 1000,1.0,1.0,Yes,No,No,I don't know,I don't know,I don't know,Physical health,No,0.0,nan,No,0.0,nan,0.0,nan,5.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,I don't know,N/A (was not aware),I don't know,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",0.0,nan,"No, at none of my previous employers",0.0,nan,0.0,nan,5.0,5.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,I don't know,Not applicable to me,Not applicable to me,nan,7,Maybe,Only if physical properties needed for job,No,What employer wants an employee with mental health issues?,0,nan,nan,5,Maybe/Not sure,nan,Maybe/Not sure,nan,2,Take away the pressure. I essentially mean that employers have unrealistic goals/deadlines etc. and employees definitely suffer from this,"With how competitive the tech industry is and how quick it evolves, it quite frankly seems impossible to have good mental health.",0,21,Male,Ireland,nan,nan,nan,Ireland,nan,2020,,,,
2d3oji66wcysk6pkavw2d3ojiuk3anmi,0,100-500,0.0,1.0,Yes,No,No,No,Yes,Difficult,Physical health,Maybe,0.0,nan,Maybe,1.0,nan,1.0,nan,8.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",1.0,It was a show of false compassion. Nothing was done to help or even  encourage pursuing help.,At some of my previous employers,1.0,"Discussed in depth to mostly non-judgement, however, if I was fully transparent about suicidal ideation, the support crumbled.",0.0,nan,2.0,0.0,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,I don't know,Sometimes,Often,Maybe,1,No,Fear of descrimination,No,Fear of discrimination.,1,0.0,nan,2,"Yes, I experienced","Mentioned earlier, previous supervisor dismissed conversation",No,nan,3,nan,nan,1,34,male,United States of America,Wisconsin,White,nan,United States of America,Wisconsin,2020,,,,
26g8uml9ayuk65cq26g80xrqduu7lqq7,0,More than 1000,0.0,1.0,Yes,Yes,No,I don't know,I don't know,Somewhat easy,Physical health,Maybe,0.0,nan,No,0.0,nan,0.0,nan,8.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,1,0.0,Some did,I was aware of some,I don't know,Some did,I don't know,Physical health,"No, none of my previous supervisors",0.0,nan,At some of my previous employers,0.0,nan,0.0,nan,7.0,3.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Don't Know,0,I don't know,Not applicable to me,Not applicable to me,nan,8,Yes,I feel there is less stigma associated with physical health problems than mental health problems. People generally understand them more.,No,"I fear it may be seen as a weakness, something that could make me less likely to be the selected candidate.",0,nan,nan,7,No,nan,No,nan,3,"Make mental as forefront as physical health, make people comfortable discussing it openly and reduce the stigma associated with it.",Thank you for caring about mental health and campaigning for it. I truly appreciate it.,1,25,Male,Canada,nan,nan,nan,Canada,nan,2020,,,,
24cdxawi2irbskc624cdxe4tlrjsj658,0,26-100,1.0,1.0,Yes,No,Yes,Yes,I don't know,Very easy,Same level of comfort for each,Yes,1.0,I am agoraphobic and it is a primary factor in any employment I seek,Yes,1.0,What is my condition (agoraphobia) and how it effects my work/employment.,1.0,"Alcoholism, Agoraphobia, FOMO, imposter syndrome",1.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,Some did,I was aware of some,Some did,Some did,I don't know,Physical health,Some of my previous supervisors,1.0,Explaining agoraphobia and the effects on my performance,"Yes, at all of my previous employers",1.0,Agoraphobia and the effects,1.0,"Anxiety, FOMO, general discussion",7.0,3.0,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,nan,nan,nan,nan,nan,nan,Stress Response Syndromes,nan,nan,nan,nan,Yes,1,Yes,Often,Often,No,9,Yes,physical issues are widely understood,Maybe,Remote positions do not require me to disclose my condition,0,nan,nan,5,No,nan,Maybe/Not sure,nan,2,"The tech industry can either ignore or take advantage of mental health issues, but RARELY just accepts them",nan,1,39,Male,United States of America,Colorado,White,nan,United States of America,Colorado,2020,,,,
